Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Year
NASDAQ Composite,2022-09-30,10697.7099609375,10883.0400390625,10572.330078125,10575.6201171875,10575.6201171875,4649710000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-09-30,6881.60009765625,6954.89990234375,6840.10009765625,6893.7998046875,6893.7998046875,1171310300.0,2022
Nifty 50 (National Stock Exchange of India),2022-09-30,16798.05078125,17187.099609375,16747.69921875,17094.349609375,17094.349609375,376100.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-09-30,56240.1484375,57722.62890625,56147.23046875,57426.921875,57426.921875,12300.0,2022
^N225,2022-09-30,26240.0,26273.650390625,25805.58984375,25937.2109375,25937.2109375,101300000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-09-30,3042.169921875,3054.610107421875,3021.929931640625,3024.389892578125,3024.389892578125,204100.0,2022
Euronext 100 (European Stock Exchange),2022-09-30,1108.1300048828125,1116.2099609375,1103.0999755859375,1113.97998046875,1113.97998046875,240388400.0,2022
Dow Jones Industrial Average (USA),2022-09-30,29123.029296875,29355.779296875,28715.849609375,28725.509765625,28725.509765625,464260000.0,2022
S&P 500 Index (USA),2022-09-30,3633.47998046875,3671.43994140625,3584.1298828125,3585.6201171875,3585.6201171875,5645360000.0,2022
Gold Futures,2022-09-30,1661.699951171875,1672.699951171875,1658.0,1662.4000244140625,1662.4000244140625,548.0,2022
Crude Oil Futures,2022-09-30,81.73999786376953,82.55999755859375,79.13999938964844,79.48999786376953,79.48999786376953,253154.0,2022
NYSE Composite (New York Stock Exchange),2022-10-03,13472.1796875,13920.41015625,13472.1796875,13855.7197265625,13855.7197265625,4806680000.0,2022
NASDAQ Composite,2022-10-03,10659.009765625,10875.4599609375,10577.8896484375,10815.4296875,10815.4296875,4415440000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-03,6893.7998046875,6923.7998046875,6797.39990234375,6908.7998046875,6908.7998046875,1216065800.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-03,17102.099609375,17114.650390625,16855.55078125,16887.349609375,16887.349609375,278400.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-03,57403.921875,57454.83984375,56683.3984375,56788.80859375,56788.80859375,8100.0,2022
^N225,2022-10-03,25778.94921875,26223.83984375,25621.9609375,26215.7890625,26215.7890625,80700000.0,2022
Euronext 100 (European Stock Exchange),2022-10-03,1103.4200439453125,1125.9200439453125,1098.300048828125,1124.300048828125,1124.300048828125,190759300.0,2022
Dow Jones Industrial Average (USA),2022-10-03,28855.25,29647.7890625,28855.25,29490.890625,29490.890625,397830000.0,2022
S&P 500 Index (USA),2022-10-03,3609.780029296875,3698.35009765625,3604.929931640625,3678.429931640625,3678.429931640625,4806680000.0,2022
Gold Futures,2022-10-03,1667.199951171875,1700.0,1661.9000244140625,1692.9000244140625,1692.9000244140625,410.0,2022
Crude Oil Futures,2022-10-03,81.0199966430664,84.55999755859375,80.87000274658203,83.62999725341797,83.62999725341797,287168.0,2022
NYSE Composite (New York Stock Exchange),2022-10-04,13855.7197265625,14322.3603515625,13855.7197265625,14319.490234375,14319.490234375,5146580000.0,2022
NASDAQ Composite,2022-10-04,11054.7197265625,11189.9599609375,11044.0400390625,11176.41015625,11176.41015625,5004780000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-04,6908.7998046875,7088.2001953125,6908.7001953125,7086.5,7086.5,1121827800.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-04,17147.44921875,17287.30078125,17117.30078125,17274.30078125,17274.30078125,226000.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-04,57506.6484375,58099.94140625,57506.6484375,58065.46875,58065.46875,6400.0,2022
^N225,2022-10-04,26653.490234375,26994.439453125,26633.51953125,26992.2109375,26992.2109375,87100000.0,2022
Euronext 100 (European Stock Exchange),2022-10-04,1136.9300537109375,1167.719970703125,1136.81005859375,1167.5400390625,1167.5400390625,216359100.0,2022
Dow Jones Industrial Average (USA),2022-10-04,29826.669921875,30325.05078125,29826.669921875,30316.3203125,30316.3203125,375640000.0,2022
S&P 500 Index (USA),2022-10-04,3726.4599609375,3791.919921875,3726.4599609375,3790.929931640625,3790.929931640625,5146580000.0,2022
Gold Futures,2022-10-04,1701.199951171875,1728.0,1696.0,1721.0999755859375,1721.0999755859375,291.0,2022
Crude Oil Futures,2022-10-04,83.22000122070312,86.9800033569336,83.22000122070312,86.5199966430664,86.5199966430664,302549.0,2022
NYSE Composite (New York Stock Exchange),2022-10-05,14319.490234375,14340.849609375,14079.91015625,14262.0302734375,14262.0302734375,4293180000.0,2022
NASDAQ Composite,2022-10-05,11022.669921875,11210.3203125,10910.759765625,11148.6396484375,11148.6396484375,4091860000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-05,7086.5,7086.5,6978.0,7052.60009765625,7052.60009765625,868625500.0,2022
^N225,2022-10-05,27211.3203125,27216.80078125,27030.55078125,27120.529296875,27120.529296875,73300000.0,2022
Euronext 100 (European Stock Exchange),2022-10-05,1161.5,1166.27001953125,1151.3499755859375,1156.8599853515625,1156.8599853515625,179000800.0,2022
Dow Jones Industrial Average (USA),2022-10-05,30078.359375,30454.4609375,29886.439453125,30273.869140625,30273.869140625,290610000.0,2022
S&P 500 Index (USA),2022-10-05,3753.25,3806.909912109375,3722.659912109375,3783.280029296875,3783.280029296875,4293180000.0,2022
Gold Futures,2022-10-05,1724.0999755859375,1726.5999755859375,1703.0,1711.4000244140625,1711.4000244140625,418.0,2022
Crude Oil Futures,2022-10-05,86.37000274658203,88.41999816894531,85.41999816894531,87.76000213623047,87.76000213623047,329790.0,2022
NYSE Composite (New York Stock Exchange),2022-10-06,14262.0302734375,14268.419921875,14063.849609375,14087.3798828125,14087.3798828125,4252100000.0,2022
NASDAQ Composite,2022-10-06,11129.0400390625,11230.4404296875,11051.26953125,11073.3095703125,11073.3095703125,4423320000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-06,7052.60009765625,7079.7001953125,6961.10009765625,6997.2998046875,6997.2998046875,995714800.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-06,17379.25,17428.80078125,17315.650390625,17331.80078125,17331.80078125,265500.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-06,58314.05078125,58578.76171875,58173.69921875,58222.1015625,58222.1015625,9600.0,2022
^N225,2022-10-06,27137.98046875,27399.189453125,27137.98046875,27311.30078125,27311.30078125,69400000.0,2022
Euronext 100 (European Stock Exchange),2022-10-06,1160.93994140625,1164.18994140625,1146.3199462890625,1149.9300537109375,1149.9300537109375,165554700.0,2022
Dow Jones Industrial Average (USA),2022-10-06,30206.130859375,30329.609375,29859.33984375,29926.939453125,29926.939453125,306840000.0,2022
S&P 500 Index (USA),2022-10-06,3771.969970703125,3797.929931640625,3739.219970703125,3744.52001953125,3744.52001953125,4252100000.0,2022
Gold Futures,2022-10-06,1721.0,1723.300048828125,1709.0999755859375,1711.699951171875,1711.699951171875,133.0,2022
Crude Oil Futures,2022-10-06,88.08000183105469,89.06999969482422,87.04000091552734,88.44999694824219,88.44999694824219,235296.0,2022
NYSE Composite (New York Stock Exchange),2022-10-07,14087.3798828125,14087.3798828125,13727.7900390625,13798.259765625,13798.259765625,4449660000.0,2022
NASDAQ Composite,2022-10-07,10877.2802734375,10891.9296875,10608.51953125,10652.400390625,10652.400390625,4634190000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-07,6997.2998046875,7022.39990234375,6960.39990234375,6991.10009765625,6991.10009765625,807923600.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-07,17287.19921875,17337.349609375,17216.94921875,17314.650390625,17314.650390625,216300.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-07,58092.55859375,58269.33984375,57851.1484375,58191.2890625,58191.2890625,7300.0,2022
^N225,2022-10-07,26975.919921875,27198.91015625,26921.900390625,27116.109375,27116.109375,66700000.0,2022
Euronext 100 (European Stock Exchange),2022-10-07,1149.3900146484375,1150.8800048828125,1132.4000244140625,1133.2099609375,1133.2099609375,161653800.0,2022
Dow Jones Industrial Average (USA),2022-10-07,29685.26953125,29685.26953125,29142.66015625,29296.7890625,29296.7890625,367950000.0,2022
S&P 500 Index (USA),2022-10-07,3706.739990234375,3706.739990234375,3620.72998046875,3639.659912109375,3639.659912109375,4449660000.0,2022
Gold Futures,2022-10-07,1710.0999755859375,1710.0999755859375,1693.699951171875,1700.5,1700.5,179.0,2022
Crude Oil Futures,2022-10-07,88.93000030517578,93.30999755859376,88.0,92.63999938964844,92.63999938964844,429162.0,2022
NYSE Composite (New York Stock Exchange),2022-10-10,13798.259765625,13846.849609375,13629.58984375,13693.5703125,13693.5703125,3834320000.0,2022
NASDAQ Composite,2022-10-10,10659.9501953125,10669.9296875,10449.0400390625,10542.099609375,10542.099609375,3989640000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-10,6991.10009765625,6999.2001953125,6922.89990234375,6959.2998046875,6959.2998046875,918512600.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-10,17094.349609375,17280.150390625,17064.69921875,17241.0,17241.0,234000.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-10,57424.0703125,58125.01171875,57365.6796875,57991.109375,57991.109375,6800.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-10,3026.93994140625,3029.449951171875,2968.280029296875,2974.14990234375,2974.14990234375,243400.0,2022
Euronext 100 (European Stock Exchange),2022-10-10,1131.6400146484375,1136.4599609375,1119.81005859375,1126.0,1126.0,149725300.0,2022
Dow Jones Industrial Average (USA),2022-10-10,29419.08984375,29485.8203125,29010.41015625,29202.880859375,29202.880859375,315410000.0,2022
S&P 500 Index (USA),2022-10-10,3647.510009765625,3652.169921875,3588.10009765625,3612.389892578125,3612.389892578125,3834320000.0,2022
Gold Futures,2022-10-10,1693.4000244140625,1693.4000244140625,1667.0,1667.300048828125,1667.300048828125,195.0,2022
Crude Oil Futures,2022-10-10,93.4800033569336,93.63999938964844,90.54000091552734,91.12999725341795,91.12999725341795,289508.0,2022
NYSE Composite (New York Stock Exchange),2022-10-11,13693.5703125,13788.1396484375,13518.5498046875,13608.08984375,13608.08984375,4759030000.0,2022
NASDAQ Composite,2022-10-11,10484.3701171875,10608.83984375,10351.98046875,10426.1904296875,10426.1904296875,4738840000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-11,6959.2998046875,6959.39990234375,6860.2998046875,6885.2001953125,6885.2001953125,813949300.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-11,17256.05078125,17261.80078125,16950.30078125,16983.55078125,16983.55078125,282600.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-11,58004.25,58027.51953125,57050.3984375,57147.3203125,57147.3203125,52700.0,2022
^N225,2022-10-11,26757.119140625,26759.619140625,26369.560546875,26401.25,26401.25,78900000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-11,2978.06005859375,2986.909912109375,2953.5,2979.7900390625,2979.7900390625,208600.0,2022
Euronext 100 (European Stock Exchange),2022-10-11,1125.260009765625,1125.260009765625,1109.9100341796875,1119.719970703125,1119.719970703125,174117400.0,2022
Dow Jones Industrial Average (USA),2022-10-11,29085.19921875,29608.419921875,29074.23046875,29239.189453125,29239.189453125,352920000.0,2022
S&P 500 Index (USA),2022-10-11,3595.860107421875,3640.659912109375,3568.449951171875,3588.840087890625,3588.840087890625,4759030000.0,2022
Gold Futures,2022-10-11,1661.800048828125,1678.699951171875,1661.0,1678.699951171875,1678.699951171875,167.0,2022
Crude Oil Futures,2022-10-11,91.13999938964844,91.3499984741211,87.91000366210938,89.3499984741211,89.3499984741211,333158.0,2022
NYSE Composite (New York Stock Exchange),2022-10-12,13608.08984375,13647.419921875,13536.2998046875,13546.7998046875,13546.7998046875,4006830000.0,2022
NASDAQ Composite,2022-10-12,10437.0,10494.5302734375,10372.2099609375,10417.099609375,10417.099609375,4091030000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-12,6885.2001953125,6916.89990234375,6793.7998046875,6826.2001953125,6826.2001953125,973810400.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-12,17025.55078125,17142.349609375,16960.05078125,17123.599609375,17123.599609375,256000.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-12,57312.48828125,57687.640625,57085.921875,57625.91015625,57625.91015625,7600.0,2022
^N225,2022-10-12,26353.220703125,26495.75,26313.41015625,26396.830078125,26396.830078125,68800000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-12,2976.719970703125,3025.510009765625,2934.090087890625,3025.510009765625,3025.510009765625,248000.0,2022
Euronext 100 (European Stock Exchange),2022-10-12,1119.550048828125,1125.4300537109375,1108.8299560546875,1114.0899658203125,1114.0899658203125,183673400.0,2022
Dow Jones Industrial Average (USA),2022-10-12,29233.060546875,29455.119140625,29136.029296875,29210.849609375,29210.849609375,304420000.0,2022
S&P 500 Index (USA),2022-10-12,3590.830078125,3608.340087890625,3573.860107421875,3577.030029296875,3577.030029296875,4006830000.0,2022
Gold Futures,2022-10-12,1668.0,1672.699951171875,1668.0,1670.300048828125,1670.300048828125,149.0,2022
Crude Oil Futures,2022-10-12,88.66999816894531,90.06999969482422,86.27999877929688,87.2699966430664,87.2699966430664,332271.0,2022
NYSE Composite (New York Stock Exchange),2022-10-13,13546.7998046875,13943.01953125,13278.5595703125,13888.9697265625,13888.9697265625,5021680000.0,2022
NASDAQ Composite,2022-10-13,10131.8203125,10697.7099609375,10088.830078125,10649.150390625,10649.150390625,5300080000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-13,6826.2001953125,6872.89990234375,6707.60009765625,6850.2998046875,6850.2998046875,1116625200.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-13,17087.349609375,17112.349609375,16956.94921875,17014.349609375,17014.349609375,266400.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-13,57512.73828125,57568.140625,57055.75,57235.328125,57235.328125,9500.0,2022
^N225,2022-10-13,26398.2890625,26408.310546875,26237.419921875,26237.419921875,26237.419921875,59200000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-13,3008.300048828125,3036.25,3004.5,3016.360107421875,3016.360107421875,249700.0,2022
Euronext 100 (European Stock Exchange),2022-10-13,1111.3699951171875,1127.3199462890625,1091.43994140625,1124.25,1124.25,211839900.0,2022
Dow Jones Industrial Average (USA),2022-10-13,28755.830078125,30168.5390625,28660.939453125,30038.720703125,30038.720703125,470260000.0,2022
S&P 500 Index (USA),2022-10-13,3520.3701171875,3685.409912109375,3491.580078125,3669.909912109375,3669.909912109375,5021680000.0,2022
Gold Futures,2022-10-13,1675.199951171875,1675.300048828125,1641.5,1670.0,1670.0,729.0,2022
Crude Oil Futures,2022-10-13,87.08000183105469,89.66000366210938,85.55999755859375,89.11000061035156,89.11000061035156,298032.0,2022
NYSE Composite (New York Stock Exchange),2022-10-14,13888.9697265625,14041.9404296875,13599.4296875,13607.3095703125,13607.3095703125,4243030000.0,2022
NASDAQ Composite,2022-10-14,10742.8095703125,10766.6904296875,10308.8095703125,10321.3896484375,10321.3896484375,4393000000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-14,6850.2998046875,6976.2998046875,6850.2998046875,6858.7998046875,6858.7998046875,881210300.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-14,17322.30078125,17348.55078125,17169.75,17185.69921875,17185.69921875,227000.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-14,58162.73828125,58435.12109375,57848.23046875,57919.96875,57919.96875,9400.0,2022
^N225,2022-10-14,26599.3203125,27180.16015625,26595.349609375,27090.759765625,27090.759765625,82400000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-14,3035.030029296875,3084.27001953125,3035.030029296875,3071.989990234375,3071.989990234375,277300.0,2022
Euronext 100 (European Stock Exchange),2022-10-14,1126.300048828125,1149.8499755859375,1126.300048828125,1127.81005859375,1127.81005859375,200641200.0,2022
Dow Jones Industrial Average (USA),2022-10-14,30192.2109375,30428.8203125,29614.30078125,29634.830078125,29634.830078125,379090000.0,2022
S&P 500 Index (USA),2022-10-14,3690.409912109375,3712.0,3579.679931640625,3583.070068359375,3583.070068359375,4243030000.0,2022
Gold Futures,2022-10-14,1665.300048828125,1667.0,1640.0,1641.699951171875,1641.699951171875,82.0,2022
Crude Oil Futures,2022-10-14,89.2699966430664,89.7300033569336,85.19999694824219,85.61000061035156,85.61000061035156,237026.0,2022
NYSE Composite (New York Stock Exchange),2022-10-17,13607.3095703125,13989.8603515625,13607.3095703125,13923.2099609375,13923.2099609375,4352780000.0,2022
NASDAQ Composite,2022-10-17,10575.650390625,10696.58984375,10569.6904296875,10675.7998046875,10675.7998046875,4439190000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-17,6858.7998046875,6959.7001953125,6850.39990234375,6920.2001953125,6920.2001953125,951222700.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-17,17144.80078125,17328.55078125,17098.55078125,17311.80078125,17311.80078125,212200.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-17,57752.5,58449.0,57639.80078125,58410.98046875,58410.98046875,53500.0,2022
^N225,2022-10-17,26785.01953125,26814.919921875,26649.130859375,26775.7890625,26775.7890625,65300000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-17,3060.52001953125,3087.18994140625,3052.7099609375,3084.93994140625,3084.93994140625,262600.0,2022
Euronext 100 (European Stock Exchange),2022-10-17,1128.510009765625,1151.43994140625,1125.06005859375,1147.22998046875,1147.22998046875,153535100.0,2022
Dow Jones Industrial Average (USA),2022-10-17,30059.580078125,30311.94921875,29997.619140625,30185.8203125,30185.8203125,369820000.0,2022
S&P 500 Index (USA),2022-10-17,3638.64990234375,3689.72998046875,3638.64990234375,3677.949951171875,3677.949951171875,4352780000.0,2022
Gold Futures,2022-10-17,1650.199951171875,1657.0,1646.800048828125,1657.0,1657.0,238.0,2022
Crude Oil Futures,2022-10-17,85.58999633789062,87.12000274658203,84.61000061035156,85.45999908447266,85.45999908447266,172020.0,2022
NYSE Composite (New York Stock Exchange),2022-10-18,13923.2099609375,14207.83984375,13923.2099609375,14089.2001953125,14089.2001953125,4483740000.0,2022
NASDAQ Composite,2022-10-18,10963.990234375,10972.9697265625,10670.1201171875,10772.400390625,10772.400390625,5047360000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-18,6920.2001953125,7017.39990234375,6920.2001953125,6936.7001953125,6936.7001953125,932599200.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-18,17438.75,17527.80078125,17434.05078125,17486.94921875,17486.94921875,239500.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-18,58744.12890625,59143.66015625,58744.12890625,58960.6015625,58960.6015625,8600.0,2022
^N225,2022-10-18,27167.73046875,27229.880859375,26910.099609375,27156.140625,27156.140625,66100000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-18,3094.929931640625,3099.919921875,3074.219970703125,3080.9599609375,3080.9599609375,245600.0,2022
Euronext 100 (European Stock Exchange),2022-10-18,1148.510009765625,1164.760009765625,1148.510009765625,1150.949951171875,1150.949951171875,172611500.0,2022
Dow Jones Industrial Average (USA),2022-10-18,30697.51953125,30837.900390625,30301.830078125,30523.80078125,30523.80078125,387130000.0,2022
S&P 500 Index (USA),2022-10-18,3746.260009765625,3762.7900390625,3686.530029296875,3719.97998046875,3719.97998046875,4483740000.0,2022
Gold Futures,2022-10-18,1651.4000244140625,1655.199951171875,1649.0,1649.0,1649.0,597.0,2022
Crude Oil Futures,2022-10-18,85.69999694824219,86.51000213623047,82.08999633789062,82.81999969482422,82.81999969482422,97304.0,2022
NYSE Composite (New York Stock Exchange),2022-10-19,14089.2001953125,14089.2001953125,13852.4501953125,13947.259765625,13947.259765625,4223800000.0,2022
NASDAQ Composite,2022-10-19,10689.3095703125,10808.0400390625,10592.8798828125,10680.509765625,10680.509765625,4955090000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-19,6936.7001953125,6968.2998046875,6890.7001953125,6925.0,6925.0,699543100.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-19,17568.150390625,17607.599609375,17472.849609375,17512.25,17512.25,210500.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-19,59196.9609375,59399.69140625,58961.76953125,59107.19140625,59107.19140625,6800.0,2022
^N225,2022-10-19,27225.169921875,27371.380859375,27192.7890625,27257.380859375,27257.380859375,57600000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-19,3073.260009765625,3081.389892578125,3044.3798828125,3044.3798828125,3044.3798828125,230900.0,2022
Euronext 100 (European Stock Exchange),2022-10-19,1150.52001953125,1158.6300048828125,1145.3900146484375,1148.260009765625,1148.260009765625,164799900.0,2022
Dow Jones Industrial Average (USA),2022-10-19,30439.0390625,30662.109375,30226.900390625,30423.810546875,30423.810546875,314030000.0,2022
S&P 500 Index (USA),2022-10-19,3703.110107421875,3728.580078125,3666.510009765625,3695.159912109375,3695.159912109375,4223800000.0,2022
Gold Futures,2022-10-19,1637.5,1637.5,1627.5,1627.5,1627.5,84.0,2022
Crude Oil Futures,2022-10-19,83.69000244140625,86.19999694824219,82.58999633789062,85.55000305175781,85.55000305175781,71309.0,2022
NYSE Composite (New York Stock Exchange),2022-10-20,13947.259765625,14095.6904296875,13809.3095703125,13840.4697265625,13840.4697265625,4496620000.0,2022
NASDAQ Composite,2022-10-20,10657.41015625,10837.2998046875,10574.5498046875,10614.83984375,10614.83984375,4628010000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-20,6925.0,6954.2001953125,6894.89990234375,6943.89990234375,6943.89990234375,814484300.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-20,17423.099609375,17584.150390625,17421.0,17563.94921875,17563.94921875,249600.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-20,58824.48046875,59273.8515625,58791.28125,59202.8984375,59202.8984375,8600.0,2022
^N225,2022-10-20,26981.75,27092.55078125,26872.44921875,27006.9609375,27006.9609375,60300000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-20,3029.300048828125,3070.260009765625,3013.68994140625,3035.050048828125,3035.050048828125,244700.0,2022
Euronext 100 (European Stock Exchange),2022-10-20,1147.3800048828125,1160.8599853515625,1144.1700439453125,1158.800048828125,1158.800048828125,164823500.0,2022
Dow Jones Industrial Average (USA),2022-10-20,30411.919921875,30822.9609375,30265.19921875,30333.58984375,30333.58984375,333190000.0,2022
S&P 500 Index (USA),2022-10-20,3689.050048828125,3736.0,3656.43994140625,3665.780029296875,3665.780029296875,4496620000.0,2022
Gold Futures,2022-10-20,1622.800048828125,1641.4000244140625,1622.800048828125,1630.800048828125,1630.800048828125,477.0,2022
Crude Oil Futures,2022-10-20,85.94000244140625,88.16999816894531,85.22000122070312,85.9800033569336,85.9800033569336,338344.0,2022
NYSE Composite (New York Stock Exchange),2022-10-21,13840.4697265625,14161.5595703125,13779.4697265625,14144.0498046875,14144.0498046875,5078020000.0,2022
NASDAQ Composite,2022-10-21,10576.0400390625,10875.7197265625,10542.4296875,10859.7197265625,10859.7197265625,4706440000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-21,6943.89990234375,6976.2001953125,6864.10009765625,6969.7001953125,6969.7001953125,668448000.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-21,17622.849609375,17670.150390625,17520.75,17576.30078125,17576.30078125,277700.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-21,59381.359375,59590.9296875,59132.94140625,59307.1484375,59307.1484375,10800.0,2022
^N225,2022-10-21,26903.5,26985.380859375,26869.380859375,26890.580078125,26890.580078125,56300000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-21,3038.0400390625,3055.419921875,3026.9599609375,3038.929931640625,3038.929931640625,245300.0,2022
Euronext 100 (European Stock Exchange),2022-10-21,1156.18994140625,1158.22998046875,1137.5,1154.1099853515625,1154.1099853515625,201904100.0,2022
Dow Jones Industrial Average (USA),2022-10-21,30291.1796875,31119.26953125,30206.279296875,31082.560546875,31082.560546875,418190000.0,2022
S&P 500 Index (USA),2022-10-21,3657.10009765625,3757.889892578125,3647.419921875,3752.75,3752.75,5078020000.0,2022
Gold Futures,2022-10-21,1634.0999755859375,1653.9000244140625,1634.0999755859375,1651.0,1651.0,224.0,2022
Crude Oil Futures,2022-10-21,85.06999969482422,85.9000015258789,83.1500015258789,85.05000305175781,85.05000305175781,272803.0,2022
NYSE Composite (New York Stock Exchange),2022-10-24,14144.0498046875,14269.33984375,14085.419921875,14226.1103515625,14226.1103515625,4747930000.0,2022
NASDAQ Composite,2022-10-24,10867.0703125,10983.51953125,10713.330078125,10952.6103515625,10952.6103515625,4808710000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-24,6969.7001953125,7047.39990234375,6914.7001953125,7014.0,7014.0,620033900.0,2022
^N225,2022-10-24,27233.0,27308.970703125,26974.900390625,26974.900390625,26974.900390625,59100000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-24,3034.75,3064.419921875,2965.169921875,2977.56005859375,2977.56005859375,298100.0,2022
Euronext 100 (European Stock Exchange),2022-10-24,1156.550048828125,1171.280029296875,1149.1300048828125,1163.800048828125,1163.800048828125,191709300.0,2022
Dow Jones Industrial Average (USA),2022-10-24,31187.3203125,31603.630859375,31161.41015625,31499.619140625,31499.619140625,345040000.0,2022
S&P 500 Index (USA),2022-10-24,3762.010009765625,3810.739990234375,3741.64990234375,3797.340087890625,3797.340087890625,4747930000.0,2022
Gold Futures,2022-10-24,1662.699951171875,1662.699951171875,1648.699951171875,1648.699951171875,1648.699951171875,29.0,2022
Crude Oil Futures,2022-10-24,85.23999786376953,85.91999816894531,82.62999725341797,84.58000183105469,84.58000183105469,250726.0,2022
NYSE Composite (New York Stock Exchange),2022-10-25,14226.1103515625,14454.1396484375,14226.1103515625,14440.6904296875,14440.6904296875,4843120000.0,2022
NASDAQ Composite,2022-10-25,10996.9697265625,11210.3798828125,10996.9697265625,11199.1201171875,11199.1201171875,5141760000.0,2022
"FTSE 100 Index (Financial Times Stock Exchange, UK)",2022-10-25,7014.0,7025.2001953125,6949.2001953125,7013.5,7013.5,621328900.0,2022
Nifty 50 (National Stock Exchange of India),2022-10-25,17808.30078125,17811.5,17637.0,17656.349609375,17656.349609375,251400.0,2022
"BSE SENSEX (Bombay Stock Exchange, India)",2022-10-25,60002.9609375,60081.23828125,59489.01953125,59543.9609375,59543.9609375,14900.0,2022
^N225,2022-10-25,27113.19921875,27337.80078125,27073.1796875,27250.279296875,27250.279296875,62200000.0,2022
SSE Composite Index (Shanghai Stock Exchange),2022-10-25,2969.159912109375,3001.719970703125,2944.260009765625,2976.280029296875,2976.280029296875,255600.0,2022
Euronext 100 (European Stock Exchange),2022-10-25,1165.5899658203125,1184.760009765625,1163.81005859375,1184.5999755859375,1184.5999755859375,186168500.0,2022
Dow Jones Industrial Average (USA),2022-10-25,31463.650390625,31876.150390625,31423.529296875,31836.740234375,31836.740234375,336930000.0,2022
S&P 500 Index (USA),2022-10-25,3799.43994140625,3862.85009765625,3799.43994140625,3859.110107421875,3859.110107421875,4843120000.0,2022
Gold Futures,2022-10-25,1648.199951171875,1652.800048828125,1637.300048828125,1652.800048828125,1652.800048828125,880.0,2022
